,id,name,address,location,typecode,type
10267,B000A83EM4,北京硕川汽车销售服务有限公司,新南路50号附近,"116.862892,40.37346",020102|030202,汽车销售;大众特约销售;一汽-大众销售|汽车维修;大众特约维修;一汽-大众维修
10268,B000A83EIP,北京凯威富檑汽车销售服务有限公司,良乡凯旋大街50号,"116.133453,39.715999",020101|030201,汽车销售;大众特约销售;上海大众销售|汽车维修;大众特约维修;上海大众维修
10269,B000A83EYT,广汽本田日银店,德胜门外花虎沟26号,"116.36033,40.016972",020201|030301,汽车销售;本田特约销售;广汽本田销售|汽车维修;本田特约维修;广汽本田维修
10270,B000A839WD,东风本田汽车鑫伯龙特约销售服务店,西局西街298号,"116.295586,39.87053",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10271,B000A85LLJ,北京海之沃汽车服务有限公司,北四环东路11号(四元桥宜家旁),"116.459744,39.978634",022301|032401,汽车销售;吉利特约销售;沃尔沃销售|汽车维修;吉利特约维修;沃尔沃维修
10272,B000A83D6W,北京东方华晟汽车销售服务有限公司,梨园镇梨园大街云景东路88号,"116.662356,39.865998",020101|030201,汽车销售;大众特约销售;上海大众销售|汽车维修;大众特约维修;上海大众维修
10273,B000A85E7G,北京天航瑞晨汽车销售有限公司,南四环西路88号(翔亚加油站旁),"116.321884,39.829942",022800|032900,汽车销售;江淮销售;江淮销售|汽车维修;江淮维修;江淮维修
10274,B000A83GCW,北京现代通铭伟业特约销售服务店,德外花虎沟99号,"116.358051,40.019817",031702|021602,汽车维修;现代特约维修;北京现代维修|汽车销售;现代特约销售;北京现代销售
10275,B000A83E8I,风行汽车(北京源流专营店),三台山路旧宫4号奔驰销售大楼南侧,"116.467181,39.812847",022200|032300,汽车销售;东风特约销售;东风销售|汽车维修;东风特约维修;东风维修
10276,B000A8XL3F,北京现代大通佳信特约销售服务店,经济开发区金苑路31号,"116.363831,39.759783",021602|031702,汽车销售;现代特约销售;北京现代销售|汽车维修;现代特约维修;北京现代维修
10277,B000A83C8D,北京五方中冀汽车销售有限公司,五方桥西南侧王四营乡孛罗营村北一街1号,"116.54643,39.865167",021100|031200,汽车销售;斯巴鲁特约销售;斯巴鲁销售|汽车维修;斯巴鲁特约维修;斯巴鲁维修
10278,B000A8164T,东风本田汽车国机隆盛特约销售服务店,西北旺镇百旺绿谷汽车园,"116.25597,40.050521",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10279,B0FFFH0B1Y,北京怡合瑞狮汽车销售服务有限公司,阎村镇炒米店村北京周路南侧50米,"116.100876,39.719721",021202|031301,汽车销售;标致雪铁龙特约销售;东风标致销售|汽车维修;标致雪铁龙特约维修;东风标致维修
10280,B000A7ZQ52,华暖汽修厂,百万庄大街丙23号,"116.345718,39.92934",30000,汽车维修;汽车维修;汽车维修
10281,B000A88AEA,北京百旺长福汽车销售服务有限公司,西北旺镇西北旺西路绿谷汽车园内,"116.249749,40.050879",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10282,B000A84B5O,北京前搏阳光汽车贸易有限公司,后沙峪地区京密路后沙峪段3号,"116.562535,40.114968",020403|030503,汽车销售;通用特约销售;雪佛兰销售|汽车维修;通用特约维修;雪佛兰维修
10283,B0FFFAD3I1,北京中汽华世田五菱汽车4S店,枯柳树环岛向北第一个红绿灯左转900米路北,"116.565301,40.132227",020000|030000,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修
10284,B000A87ORH,北京宏和通达汽车销售服务有限公司,王四营村盛华东路809号,"116.543359,39.867731",020402|030502,汽车销售;通用特约销售;别克销售|汽车维修;通用特约维修;别克维修
10285,B000A83D63,北京车谷汽车销售有限公司,大兴工业开发区金苑路15号,"116.350801,39.759729",020101|030201,汽车销售;大众特约销售;上海大众销售|汽车维修;大众特约维修;上海大众维修
10286,B0FFLMZ9XJ,北京澎湃畅通汽车销售服务有限公司,阎村镇前沿村澎湃汽车城内,"116.101488,39.722320",020403|030503,汽车销售;通用特约销售;雪佛兰销售|汽车维修;通用特约维修;雪佛兰维修
10287,B000A315AF,北京中汽力发汽车销售服务有限公司,阜成门外大街32东门,"116.343784,39.920707",30000,汽车维修;汽车维修;汽车维修
10288,B0FFFAE5JX,北京合力景通汽车销售服务有限公司,古城大街特钢公司厂内北京国际汽车贸易服务园区F区13号,"116.182247,39.917914",020403|030503,汽车销售;通用特约销售;雪佛兰销售|汽车维修;通用特约维修;雪佛兰维修
10289,B000A87KV9,北京金泰凯迪汽车销售服务有限公司,北七家镇北辰亚运村汽车交易市场3-8号,"116.418734,40.095359",021201|021202|031301|031302,汽车销售;标致雪铁龙特约销售;东风雪铁龙销售|汽车销售;标致雪铁龙特约销售;东风标致销售|汽车维修;标致雪铁龙特约维修;东风标致维修|汽车维修;标致雪铁龙特约维修;东风雪铁龙维修
10290,B000A83FDP,北京博瑞祥和汽车销售服务有限公司,花虎沟2号博瑞汽车园区,"116.36771,40.013439",030000|020000,汽车维修;汽车维修;汽车维修|汽车销售;汽车销售;汽车销售
10291,B000A87XNN,北京通通顺汽车销售服务有限公司,滨河路108号,"116.708758,39.89025",022200|032300,汽车销售;东风特约销售;东风销售|汽车维修;东风特约维修;东风维修
10292,B0FFGPWDHF,北京博瑞顺和汽车销售服务有限公司,安宁庄东路15号,"116.330932,40.042862",020403|030503,汽车销售;通用特约销售;雪佛兰销售|汽车维修;通用特约维修;雪佛兰维修
10293,B0FFJDVN8D,北京奥吉通国门汽车销售有限公司,李桥镇李天路南半壁店14号,"116.628675,40.033318",020301|030401,汽车销售;奥迪特约销售;一汽-大众奥迪销售|汽车维修;奥迪特约维修;一汽-大众奥迪维修
10294,B000A85VIA,开瑞汽车(英明基业店),延庆镇京张路口北汽配城旁边,"115.991069,40.482119",032500|022400,汽车维修;奇瑞特约维修;奇瑞维修|汽车销售;奇瑞特约销售;奇瑞销售
10295,B000A856QZ,东风本田汽车金港特约销售服务店,金盏乡东苇路北京金港展览展示有限公司C区13号,"116.562337,40.018431",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10296,B000A8XEWD,北京北汽鹏元汽车销售服务有限公司,朝阳北路57号,"116.548092,39.924812",023200|033300,汽车销售;北京汽车销售;北京汽车销售|汽车维修;北京汽车维修;北京汽车维修
10297,B000A848RP,北京通和盛远汽车贸易有限公司,京密路后沙峪段3号乾博汽车时代广场,"116.561926,40.114094",030802|020701,汽车维修;日产特约维修;东风日产维修|汽车销售;日产特约销售;东风日产销售
10298,B000A7QXDT,北京永鑫兴融汽车修理厂,黄村镇林校路桥南北侧150米,"116.332998,39.711039",30100,汽车维修;汽车综合维修;汽车综合维修
10299,B000A7OMSI,长顺达汽车修理厂,杨庄东街21号1号,"116.197221,39.928467",30100,汽车维修;汽车综合维修;汽车综合维修
10300,B000A8WD65,北京福润汽车修理有限公司,延庆经济技术开发区双杏东路6号,"116.001256,40.433591",031700|021600,汽车维修;现代特约维修;现代维修|汽车销售;现代特约销售;现代销售
10301,B000AA0OJO,胜达汽修,车站西街1号院2号楼南侧地下一层停车场,"116.341336,39.882905",30000,汽车维修;汽车维修;汽车维修
10302,B0FFH5QQGW,北京骏宝行汽车销售服务有限公司,石景山时代花园南路28号院7号楼1层116,"116.200783,39.918265",020600|030700,汽车销售;宝马特约销售;宝马销售|汽车维修;宝马特约维修;宝马维修
10303,B000A83E20,北京现代冀财奥特约销售服务店,北京经济技术开发区东环北路北甲1号,"116.507085,39.812618",021602|031702,汽车销售;现代特约销售;北京现代销售|汽车维修;现代特约维修;北京现代维修
10304,B000A85L30,北京博瑞英菲尼迪汽车销售服务有限公司,莲石东路与玉泉路交叉口西北角,"116.251961,39.897785",020703|030801,汽车销售;日产特约销售;英菲尼迪销售|汽车维修;日产特约维修;英菲尼迪维修
10305,B000A83I1L,广汽本田文华店,朝阳路高井工业区甲68号,"116.53864,39.915569",030301|020201,汽车维修;本田特约维修;广汽本田维修|汽车销售;本田特约销售;广汽本田销售
10306,B000ABBY0D,懂车行,西顺城街46号,"116.376696,39.948563",010400|030000,汽车服务;汽车养护/装饰;汽车养护|汽车维修;汽车维修;汽车维修
10307,B000A83GY2,Acura北京金港店,东苇路金港汽车公园,"116.561887,40.018593",020203|030303,汽车销售;本田特约销售;本田讴歌销售|汽车维修;本田特约维修;本田讴歌维修
10308,B000A81FSC,东方华辉汽修,东风北路甲49号(大马亮桥村路),"116.481977,39.958303",30100,汽车维修;汽车综合维修;汽车综合维修
10309,B000A8X4O9,北京北汽出租汽车集团有限责任公司修理分公司,大屯路238号,"116.421644,40.00267",031300|030100,汽车维修;标致雪铁龙特约维修;雪铁龙维修|汽车维修;汽车综合维修;汽车综合维修
10310,B000A85V5K,广厦汽修,巨山路附近,"116.228757,39.956109",30000,汽车维修;汽车维修;汽车维修
10311,B0FFGYVAF8,自由港汽车服务中心,望京阜通东大街,"116.466565,39.978807",30000,汽车维修;汽车维修;汽车维修
10312,B000A8XMED,荣达汽车维修,南半壁店东五街北口,"116.637074,40.034382",30000,汽车维修;汽车维修;汽车维修
10313,B000A80VXG,北京共创快克汽车修理厂,酒仙桥北路2号,"116.501298,39.987657",30000,汽车维修;汽车维修;汽车维修
10314,B000A7ZKNH,顺宝汽车修理厂,房山街道丁家洼村北,"116.007682,39.724278",30100,汽车维修;汽车综合维修;汽车综合维修
10315,B000A85VYN,北京高超连振汽车销售服务有限公司,长阳镇北广阳城村西北广阳城环路5号,"116.182558,39.751174",020101|030201,汽车销售;大众特约销售;上海大众销售|汽车维修;大众特约维修;上海大众维修
10316,B000AA0P6N,海洋伟业自动变速箱专修,东四环南路56号,"116.488427,39.856410",30000,汽车维修;汽车维修;汽车维修
10317,B000A8X3OJ,北京富熙博林汽车销售服务有限公司,仁和地区顺平西路梅沟营村西,"116.633541,40.115576",020101|030201,汽车销售;大众特约销售;上海大众销售|汽车维修;大众特约维修;上海大众维修
10318,B000ABCME5,北京鑫万维汽车经贸有限公司,东高村镇东高村兴业路39号,"117.11361,40.104687",020102|030202,汽车销售;大众特约销售;一汽-大众销售|汽车维修;大众特约维修;一汽-大众维修
10319,B000A83D58,广汽本田欢乐谷店,王四营368号王四营桥西南角,"116.52994,39.868831",020201|030301,汽车销售;本田特约销售;广汽本田销售|汽车维修;本田特约维修;广汽本田维修
10320,B0FFGXDS0A,广汽本田来广营店,来广营西路甲8号,"116.454121,40.018652",020201|030301|170200,汽车销售;本田特约销售;广汽本田销售|汽车维修;本田特约维修;广汽本田维修|公司企业;公司;公司
10321,B000A70626,北京美通汽车维修中心,西四环中路75-2号,"116.273251,39.894538",30100,汽车维修;汽车综合维修;汽车综合维修
10322,B000A85D7D,加美汽车维修,四季青常润路24号,"116.265055,39.958375",30000,汽车维修;汽车维修;汽车维修
10323,B000A8X83P,苹果园丰田汽车销售服务有限公司,阜石路175号,"116.182552,39.924988",021001|031101,汽车销售;丰田特约销售;一汽丰田销售|汽车维修;丰田特约维修;一汽丰田维修
10324,B000A8X4FT,北京奥之旅汽车销售服务有限公司,阎村镇前沿村村委会南200米,"116.103985,39.722112",020301|030401,汽车销售;奥迪特约销售;一汽-大众奥迪销售|汽车维修;奥迪特约维修;一汽-大众奥迪维修
10325,B000A875E3,北京龙腾汽车维修有限公司,阎村镇南坊村,"116.060536,39.732890",30000,汽车维修;汽车维修;汽车维修
10326,B000A8XSPQ,腾飞汽修厂,北单家庄公交站(南河路南),"116.841975,40.340287",30100,汽车维修;汽车综合维修;汽车综合维修
10327,B000A87ZYR,福文昊汽车维修站,永乐店镇永乐大街15号(永乐邮局对面),"116.791485,39.709308",30100,汽车维修;汽车综合维修;汽车综合维修
10328,B000A83D2U,北京中诚海华汽车销售有限责任公司,高井工业区6号,"116.537205,39.915735",022301|032401,汽车销售;吉利特约销售;沃尔沃销售|汽车维修;吉利特约维修;沃尔沃维修
10329,B000A8U7SO,北京博瑞裕丰汽车销售服务有限公司,八宝山街道鲁谷大街80号,"116.231998,39.893053",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10330,B000AA1FJJ,保时捷汽修,京藏高速胜利饭店西北侧约280米,"116.366062,40.007597",30000,汽车维修;汽车维修;汽车维修
10331,B000A7ZSOC,北京前搏汽车贸易有限公司,后沙峪镇双峪街39号,"116.562232,40.11452",020402|030502|030503,汽车销售;通用特约销售;别克销售|汽车维修;通用特约维修;别克维修|汽车维修;通用特约维修;雪佛兰维修
10332,B000A7QV34,北京市新奥汽车修理厂,良乡东关,"116.151477,39.730541",30100,汽车维修;汽车综合维修;汽车综合维修
10333,B000A8XCH5,北京奥嘉世茂汽车销售服务有限公司,金盏乡东苇路奥迪金港汽车公园C区19号,"116.566971,40.012975",020301|030401,汽车销售;奥迪特约销售;一汽-大众奥迪销售|汽车维修;奥迪特约维修;一汽-大众奥迪维修
10334,B000A7OLF4,伯乐汽修,建材城西路18号,"116.339148,40.058594",30100,汽车维修;汽车综合维修;汽车综合维修
10335,B0FFH5X2MK,腾势北京天利翔源,来广营西路47号,"116.446708,40.021873",020000|030000,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修
10336,B000A7WEIQ,德奥达汽车销售有限公司二手车中心,北四环东路太阳宫十字口甲1号,"116.453058,39.979981",011000|030000,汽车服务;二手车交易;二手车交易|汽车维修;汽车维修;汽车维修
10337,B000A8W92Z,北京元之沃汽车服务有限公司,王四营乡桥南盛华东路818号,"116.543134,39.868444",022301|032401,汽车销售;吉利特约销售;沃尔沃销售|汽车维修;吉利特约维修;沃尔沃维修
10338,B0FFGC454B,北京博瑞祥致汽车销售服务有限公司,花虎沟2号博瑞汽车园区,"116.368544,40.014060",021202|031301,汽车销售;标致雪铁龙特约销售;东风标致销售|汽车维修;标致雪铁龙特约维修;东风标致维修
10339,B000A887FZ,北京利豪广厦汽车销售有限公司,张仪村路甲7号,"116.231636,39.872137",022300|032400,汽车销售;吉利特约销售;吉利销售|汽车维修;吉利特约维修;吉利维修
10340,B000A8XCTC,国凯恒业汽车维修中心,大黄庄35号国凯恒业汽车维修中心,"116.544142,39.920146",30000,汽车维修;汽车维修;汽车维修
10341,B000A02CCB,北京顺利通汽车修理厂,南法信镇南法信村,"116.601357,40.121040",30100,汽车维修;汽车综合维修;汽车综合维修
10342,B000A87ZM9,广汽本田通州店,通马路大稿村工业园果园环岛南3公里,"116.634056,39.868753",020201|030301,汽车销售;本田特约销售;广汽本田销售|汽车维修;本田特约维修;广汽本田维修
10343,B000A81H5I,安莱(北京)汽车服务连锁有限公司,玉带河东街安莱大厦A座1层,"116.688022,39.901054",30000,汽车维修;汽车维修;汽车维修
10344,B000A863OJ,北京德特汽车贸易有限公司,宏达北路16号中航技北京工业园3号楼1层,"116.511248,39.798978",30702,汽车维修;宝马特约维修;劳斯莱斯维修
10345,B000A7PP8R,久大汽车服务,昌平科技园区创新路8号,"116.242412,40.207411",030100|010400,汽车维修;汽车综合维修;汽车综合维修|汽车服务;汽车养护/装饰;汽车养护
10346,B0FFL7KQ1J,加水,密三路与河东路交叉口东北50米,"116.979447,40.295339",010401|030000,汽车服务;汽车养护/装饰;加水站|汽车维修;汽车维修;汽车维修
10347,B0HGL9QNAH,捷亚泰中实汽车销售有限公司,长安街延长线京通快速路辅路路南,"116.604669,39.908402",020102|030000,汽车销售;大众特约销售;一汽-大众销售|汽车维修;汽车维修;汽车维修
10348,B000A874ON,北京福铃汽车技术发展有限公司,樊羊路608号北院郭公庄派出所南(近樊羊路),"116.312446,39.811085",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10349,B000A9JTZG,悦车汇(北京)汽车服务有限公司,大马庄中荟萃园小园1号C座京贸中心第1层1-2B,"116.662052,39.864088",30100,汽车维修;汽车综合维修;汽车综合维修
10350,B000A8314N,东风本田汽车博诚特约销售服务店,立汤路东三旗新北亚汽车交易市场3-9号,"116.419356,40.093993",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10351,B0FFHSJ02A,北京庞大冀瑞汽车销售有限公司,五方桥柏阳景园南门庞大电动车一条街,"116.556295,39.869399",020000|030000,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修
10352,B000A8314O,东风本田汽车鸿粤田特约销售服务店,小红门乡肖村南四环东路87号,"116.435946,39.833086",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10353,B000A863JV,北京正吉星汽车销售服务有限公司,新南路37号(气象局西侧),"116.869278,40.37746",020103|030203,汽车销售;大众特约销售;斯柯达销售|汽车维修;大众特约维修;斯柯达维修
10354,B000A85VGP,华丰苑汽车修理厂,马驹桥镇景盛中街30号,"116.549263,39.737553",30100,汽车维修;汽车综合维修;汽车综合维修
10355,B000A83DEG,博瑞凌志汽车销售服务有限公司,南四环中路161号,"116.374964,39.832499",021003|031103,汽车销售;丰田特约销售;雷克萨斯销售|汽车维修;丰田特约维修;雷克萨斯维修
10356,B000A87EA5,广汽本田石景山店,古城大街1号北京国际汽车贸易服务园区F区20号,"116.179128,39.916022",020201|030301,汽车销售;本田特约销售;广汽本田销售|汽车维修;本田特约维修;广汽本田维修
10357,B000A83DGZ,东风日产北京东方华中专营店,梨园云景东路88号,"116.662149,39.865455",020701|030000,汽车销售;日产特约销售;东风日产销售|汽车维修;汽车维修;汽车维修
10358,B000A5D645,赛路达汽车维修中心,永定门东滨河路11-10号,"116.411171,39.871775",30100,汽车维修;汽车综合维修;汽车综合维修
10359,B000A8ZKQE,北京凯顿汽车维修服务有限公司,来广营广顺北大街5号南门百安居后侧(臻园南区南门),"116.464828,40.017910",30100,汽车维修;汽车综合维修;汽车综合维修
10360,B000A8UHHI,北京金港保时捷中心,金盏乡东苇路北金港大道1号金港汽车公园C区8号甲1,"116.562873,40.017225",022100|032200,汽车销售;保时捷特约销售;保时捷销售|汽车维修;保时捷特约维修;保时捷维修
10361,B000A84L1L,友谊汽车,北三环西路47号院甲8号,"116.314907,39.967106",30100,汽车维修;汽车综合维修;汽车综合维修
10362,B0FFFS3GHC,本田汽车销售服务中心(暂停营业),北房村595号,"116.682167,40.325006",020200|021000|030000,汽车销售;本田特约销售;本田销售|汽车销售;丰田特约销售;丰田销售|汽车维修;汽车维修;汽车维修
10363,B0FFH5YKS5,北京现代连振高超特约销售服务店,长阳镇北广阳城环路5号,"116.181633,39.751033",031702|021602|020101,汽车维修;现代特约维修;北京现代维修|汽车销售;现代特约销售;北京现代销售|汽车销售;大众特约销售;上海大众销售
10364,B000A9LE7P,北京运通兴润汽车销售服务有限公司,西红门镇金时大街7号院5号楼,"116.426035,39.737915",020000|030000,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修
10365,B000A8WELL,北京燕德宝汽车,北京经济技术开发区宏达北路26号,"116.513021,39.795029",020000|030700,汽车销售;汽车销售;汽车销售|汽车维修;宝马特约维修;宝马维修
10366,B0FFKLVVPQ,北京北方长福汽车销售有限责任公司,瑞明路北侧西关环岛向南500米,"116.218870,40.215876",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10367,B000A8XQ1G,延庆一职汽修,湖南路8号,"115.998616,40.452676",30100,汽车维修;汽车综合维修;汽车综合维修
10368,B0FFG56D3C,北京汉青鸿宇商贸有限公司,城关街道顾八路1区2号,"116.015473,39.706379",021702|031802,汽车销售;起亚特约销售;东风悦达起亚销售|汽车维修;起亚特约维修;东风悦达起亚维修
10369,B0FFMH1DT4,北京北方福瑞汽车销售服务有限公司,杏石口路49号,"116.252567,39.948805",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10370,B000A9U3LE,安驰汽车服务中心,云岗路朱家坟154号,"116.184173,39.806972",010800|030000,汽车服务;汽车配件销售;汽车配件销售|汽车维修;汽车维修;汽车维修
10371,B000A83D64,北京大通远鑫汽车修理有限公司,大兴工业开发区金苑路15号,"116.351265,39.759493",30000,汽车维修;汽车维修;汽车维修
10372,B0FFL4P1GA,一汽奔腾驿站,S50与平房桥交叉口东南方向100米,"116.538725,39.940260",30000,汽车维修;汽车维修;汽车维修
10373,B000A877LM,中航汽修公司,二环路移动公司西100米,"117.116189,40.150742",30000,汽车维修;汽车维修;汽车维修
10374,B0FFJ9T55F,北京凯翔风汽车服务有限公司,"双峪路24号(侯庄子公交站,双峪桥,西六环桥下)","116.117193,39.936231",021602|030000,汽车销售;现代特约销售;北京现代销售|汽车维修;汽车维修;汽车维修
10375,B000A7Z93A,骉马汽修,望园路25号,"116.285138,39.872479",030000|010000,汽车维修;汽车维修;汽车维修|汽车服务;汽车服务相关;汽车服务相关
10376,B000A57D66,北京圆明园东路汽车维修有限公司,香山南路103号,"116.214203,39.949417",33100,汽车维修;长安汽车维修;长安汽车维修
10377,B000A884ND,北京恒安汽车修理厂,琉璃河车站前街2号,"116.046664,39.601578",30100,汽车维修;汽车综合维修;汽车综合维修
10378,B000A7WJPJ,北京公交集团保修分公司四厂花园村车间,甘家口街道花园桥车公庄西路38号,"116.311790,39.930445",30100,汽车维修;汽车综合维修;汽车综合维修
10379,B000A84IRF,东泰汽车维修中心,玲珑路八里庄北里22号楼,"116.289479,39.931895",30100,汽车维修;汽车综合维修;汽车综合维修
10380,B000A7XMS8,北京中进百旺汽车销售服务有限公司,西北旺镇茉莉园西里20号楼底商109,"116.255546,40.051594",022501|032601|022502,汽车销售;克莱斯勒特约销售;吉普销售|汽车维修;克莱斯勒特约维修;吉普维修|汽车销售;克莱斯勒特约销售;道奇销售
10381,B0GKV53B34,北京金冠汽车服务有限公司,庆祥北路1号院6号楼,"116.334797,39.696601",020900|031000,汽车销售;梅赛德斯-奔驰特约销售;梅赛德斯-奔驰销售|汽车维修;梅赛德斯-奔驰特约维修;梅赛德斯-奔驰维修
10382,B000A7QJQE,北京天时汽车修理厂,西关镇槐树巷甲3号,"116.216635,40.218555",30100,汽车维修;汽车综合维修;汽车综合维修
10383,B000A8VY6A,北京世纪群飞商贸有限责任公司,南三环外环万柳桥西150米路南,"116.329616,39.848581",020000|030000,汽车销售;汽车销售;汽车销售|汽车维修;汽车维修;汽车维修
10384,B0FFJH9JRT,北京中林达领克中心,来广营西路18号,"116.450753,40.022142",022300|032400,汽车销售;吉利特约销售;吉利销售|汽车维修;吉利特约维修;吉利维修
10385,B000A85LX7,蓝箭堡汽车服务中心(陶然大厦西北),马家堡路1号,"116.388447,39.870559",30100,汽车维修;汽车综合维修;汽车综合维修
10386,B000A875P1,兴海汽修,长沟镇长沟中学对面,"115.902408,39.582042",30100,汽车维修;汽车综合维修;汽车综合维修
10387,B0GRKY2Q9S,电动车维修补胎换胎,马连道东街16号,"116.334568,39.887639",30000,汽车维修;汽车维修;汽车维修
10388,B000A8XTPG,北京运通嘉奥汽车销售服务有限公司,赵全营镇昌金路231号院7号楼1层,"116.50885,40.210926",020301|030401,汽车销售;奥迪特约销售;一汽-大众奥迪销售|汽车维修;奥迪特约维修;一汽-大众奥迪维修
10389,B000A83L97,北京永驰长铃商贸有限责任公司,清河小营东方美都,"116.335656,40.044474",030000|020000,汽车维修;汽车维修;汽车维修|汽车销售;汽车销售;汽车销售
10390,B0G0CCZLVL,鑫宝行宝马专修,双桥路京忱润业北侧约50米,"116.560867,39.872388",30700,汽车维修;宝马特约维修;宝马维修
10391,B0FFI728QR,北京中汽雷日汽车有限公司,南苑南四环中路20号(宝辰汽车园内),"116.416894,39.830638",020800|030900,汽车销售;雷诺特约销售;雷诺销售|汽车维修;雷诺特约维修;雷诺维修
10392,B000A85FCE,奥星达奥迪专修,西国贸汽配基地A7-1027号,"116.314576,39.854530",30000,汽车维修;汽车维修;汽车维修
10393,B000A83FCN,北京沃远汽车销售服务有限公司,大榆树镇东杏园村南,"115.982227,40.426334",030201|020101,汽车维修;大众特约维修;上海大众维修|汽车销售;大众特约销售;上海大众销售
10394,B000A87ETC,德奥联,恋日汽配一条街A厅-6,"116.359407,39.839184",030000|010000,汽车维修;汽车维修;汽车维修|汽车服务;汽车服务相关;汽车服务相关
10395,B0FFIXJ6PY,北京达世行汽车维修服务有限公司,巨山路99号合盛汽车园,"116.231916,39.947092",030503|030502|020402,汽车维修;通用特约维修;雪佛兰维修|汽车维修;通用特约维修;别克维修|汽车销售;通用特约销售;别克销售
10396,B000A88DX1,北京鑫达丰业工贸有限公司,北房开发区龙云路7号,"116.702811,40.323503",022400|032500,汽车销售;奇瑞特约销售;奇瑞销售|汽车维修;奇瑞特约维修;奇瑞维修
10397,B000A85I96,北京京环汽车服务有限公司,北湖渠路15号院2号楼,"116.434992,40.00147",31302,汽车维修;标致雪铁龙特约维修;东风雪铁龙维修
10398,B000A88035,东风日产北京鑫达润城专营店,十里堡镇彩虹门北侧,"116.796560,40.356378",030802|020701,汽车维修;日产特约维修;东风日产维修|汽车销售;日产特约销售;东风日产销售
10399,B0FFKX9U7V,东风日产北京东风南方大成专营店,G6辅路回龙观龙城花园北2区北侧(二拨子桥西北角),"116.299886,40.090191",020701|030802,汽车销售;日产特约销售;东风日产销售|汽车维修;日产特约维修;东风日产维修
10400,B0FFMAO69O,东风日产北京博瑞祥和专营店,花虎沟2号77-82号平房,"116.367666,40.013710",020701|030802,汽车销售;日产特约销售;东风日产销售|汽车维修;日产特约维修;东风日产维修
10401,B0FFI13K12,北京运通兴驰汽车销售服务有限公司,金时大街7号院4号楼,"116.425324,39.737626",020900|031000,汽车销售;梅赛德斯-奔驰特约销售;梅赛德斯-奔驰销售|汽车维修;梅赛德斯-奔驰特约维修;梅赛德斯-奔驰维修
10402,B000A835VK,北京华日通汽车销售服务有限公司,四季青杏石口路15号平房,"116.261629,39.949172",021802|031902,汽车销售;福特特约销售;马自达销售|汽车维修;福特特约维修;马自达维修
10403,B000A88ED1,利星行平治(北京)汽车有限公司,崔各庄镇来广营东路临乙2号,"116.521117,40.023619",020900|031000|026000,汽车销售;梅赛德斯-奔驰特约销售;梅赛德斯-奔驰销售|汽车维修;梅赛德斯-奔驰特约维修;梅赛德斯-奔驰维修|汽车销售;梅赛德斯-奔驰卡车销售;梅赛德斯-奔驰卡车销售
10404,B0FFI7SHQB,宏运顺发汽修厂,窑上中心小学西70米(万窑路),"116.198332,39.614833",030100|060000,汽车维修;汽车综合维修;汽车综合维修|购物服务;购物相关场所;购物相关场所
10405,B0FFF9ORKA,福特福庆汽车,杜家坎1号8幢(平房),"116.205062,39.842248",021800|031900,汽车销售;福特特约销售;福特销售|汽车维修;福特特约维修;福特维修
10406,B000A8VUXF,北京双利汽车修理厂(顺义店),赵全营镇赵全营村牛板路赵全营段2号,"116.606891,40.212745",30000,汽车维修;汽车维修;汽车维修
10407,B0GUF1G78E,一修(乐府江南店),永定路乙1号院2号楼首层18号商铺(首食果蔬社区店),"116.262409,39.928928",30000,汽车维修;汽车维修;汽车维修
10408,B000A879PE,北京佳吉利达汽车维修中心,阁外山水蓝龙家园4-1-02号,"116.105612,39.948608",30100,汽车维修;汽车综合维修;汽车综合维修
10409,B0FFHF69CP,牛咖斯(百旺服务中心店),西北旺镇永丰路百旺绿谷汽车园区凯百隆丰田内,"116.253352,40.052049",30000,汽车维修;汽车维修;汽车维修
10410,B000A8UCBI,东风本田汽车运通博泰特约销售服务店,北京经济技术开发区同济北路2号,"116.512711,39.809238",020202|030302,汽车销售;本田特约销售;东风本田销售|汽车维修;本田特约维修;东风本田维修
10411,B000A83C8F,北京现代波士山特约销售服务店,兴隆庄甲3号(近京通快速路),"116.530957,39.908623",021602|031702,汽车销售;现代特约销售;北京现代销售|汽车维修;现代特约维修;北京现代维修
